name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,GW
Jan Paul van Hecke,DEF,Brighton,3.7,0,0,5,0,2.2,144,30
Patrick Dorgu,DEF,Man Utd,0.2,0,0,16,0,20.2,766,30
Jean-Clair Todibo,DEF,West Ham,1.0,0,0,0,0,0.0,591,30
Jack Clarke,MID,Ipswich,2.2,0,0,6,0,10.3,631,30
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,0,0.0,72,30
Ollie Watkins,FWD,Aston Villa,4.5,0,0,0,0,0.8,58,30
Jorge Cuenca Barreno,DEF,Fulham,-0.2,0,0,5,0,1.5,586,30
Rico Lewis,DEF,Man City,1.5,0,0,3,0,0.3,355,30
Julián Araujo Zúñiga,DEF,Bournemouth,0.5,0,0,0,0,0.0,592,30
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,6.5,0,3,33,1,4.6,436,30
James Tarkowski,DEF,Everton,0.7,0,0,7,0,0.3,236,30
Joël Veltman,DEF,Brighton,0.0,0,0,0,0,0.0,145,30
Aaron Anselmino,DEF,Chelsea,0.5,0,0,0,0,0.0,774,30
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,0,0.0,61,30
Kamaldeen Sulemana,MID,Southampton,1.8,0,0,8,1,9.4,462,30
Timo Werner,MID,Spurs,-0.5,0,0,0,0,0.0,509,30
Tyrone Mings,DEF,Aston Villa,4.0,0,0,0,0,0.0,49,30
Ethan Wheatley,FWD,Man Utd,0.0,0,0,0,0,0.0,648,30
Matz Sels,GK,Nott'm Forest,6.2,0,1,31,1,0.0,443,30
Ryan Yates,MID,Nott'm Forest,2.8,1,0,22,1,11.3,449,30
Amad Diallo,MID,Man Utd,0.0,0,0,0,0,0.0,364,30
Josh Nichols,DEF,Arsenal,0.5,0,0,0,0,0.0,662,30
Sam Szmodics,MID,Ipswich,0.0,0,0,0,0,0.0,611,30
Spike Brits,GK,Man City,0.5,0,0,0,0,0.0,704,30
Malo Gusto,DEF,Chelsea,3.5,0,2,33,1,25.8,171,30
Julian Eyestone,GK,Brentford,-0.5,0,0,0,0,0.0,759,30
Eddie Howe,AM,Newcastle,9.0,0,0,0,0,0.0,746,30
Nathan Butler-Oyedeji,FWD,Arsenal,0.5,0,0,0,0,0.0,665,30
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,446,30
Jakub Stolarczyk,GK,Leicester,-0.5,0,0,0,0,0.0,304,30
Sékou Koné,MID,Man Utd,-0.5,0,0,0,0,0.0,779,30
Zain Silcott-Duberry,MID,Bournemouth,0.5,0,0,0,0,0.0,728,30
Lloyd Kelly,DEF,Newcastle,0.0,0,0,0,0,0.0,404,30
Mateus Gonçalo Espanha Fernandes,MID,Southampton,3.2,1,3,30,0,18.0,623,30
Valentín Barco,DEF,Brighton,0.0,0,0,0,0,0.0,116,30
Dean Huijsen,DEF,Bournemouth,0.8,0,0,8,0,9.3,580,30
Mateus Mané,FWD,Wolves,0.0,0,0,0,0,0.0,784,30
Carlos Roberto Forbs Borges,MID,Wolves,0.0,0,0,0,0,0.0,655,30
André Trindade da Costa Neto,MID,Wolves,2.0,0,0,10,1,2.8,642,30
Albert Grønbæk,MID,Southampton,0.5,0,0,0,0,0.0,734,30
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0,0.0,59,30
Unai Emery,AM,Aston Villa,10.0,0,0,0,0,0.0,737,30
Henry Cartwright,MID,Leicester,-0.5,0,0,0,0,0.0,694,30
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,334,30
Michail Antonio,FWD,West Ham,0.0,0,0,0,0,0.0,512,30
Ibrahim Osman,MID,Brighton,0.0,0,0,0,0,0.0,127,30
Lewis Miley,MID,Newcastle,1.0,0,0,3,0,0.0,411,30
Nathan Wood-Gordon,DEF,Southampton,-0.5,0,0,0,0,0.0,477,30
Rodrigo Muniz Carvalho,FWD,Fulham,3.8,0,0,22,0,0.3,251,30
Min-Hyeok Yang,MID,Spurs,0.0,0,0,0,0,0.0,717,30
Benjamin White,DEF,Arsenal,0.5,0,0,0,0,0.0,24,30
Cameron Burgess,DEF,Ipswich,0.5,0,0,10,0,10.3,263,30
Abdul Fatawu,MID,Leicester,0.0,0,0,0,0,0.0,570,30
Dominik Szoboszlai,MID,Liverpool,3.0,0,0,8,1,20.4,336,30
Tim Iroegbunam,MID,Everton,-0.3,0,0,4,0,0.1,226,30
Neco Williams,DEF,Nott'm Forest,4.5,0,0,19,1,25.8,437,30
Roméo Lavia,MID,Chelsea,0.8,0,0,0,0,0.0,174,30
Leon Bailey,MID,Aston Villa,0.1,0,0,0,0,0.0,28,30
Niclas Füllkrug,FWD,West Ham,0.0,0,0,0,0,11.8,589,30
Harvey Barnes,MID,Newcastle,6.0,1,0,17,0,41.8,392,30
Brennan Johnson,MID,Spurs,0.2,0,0,7,0,25.0,491,30
Andrew Moran,MID,Brighton,0.0,0,0,0,0,0.0,601,30
Harry Maguire,DEF,Man Utd,-0.2,0,0,-2,0,0.0,377,30
Mark Travers,GK,Bournemouth,0.0,0,0,0,0,0.0,84,30
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,471,30
Mykhailo Mudryk,MID,Chelsea,0.0,0,0,0,0,0.0,179,30
Imari Samuels,DEF,Brighton,0.0,0,0,0,0,0.0,663,30
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,0,0.0,67,30
Stefan Ortega Moreno,GK,Man City,0.8,0,0,0,0,0.0,358,30
Renato Palma Veiga,MID,Chelsea,0.0,0,0,0,0,0.0,184,30
Eberechi Eze,MID,Crystal Palace,3.0,0,0,12,0,9.5,199,30
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0.0,41,30
Boubacar Kamara,MID,Aston Villa,2.0,0,0,20,1,12.3,42,30
Ali Al-Hamadi,FWD,Ipswich,0.0,0,0,0,0,0.0,260,30
Willy Boly,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,425,30
Carlos Alcaraz Durán,MID,Everton,0.3,0,0,1,0,2.7,450,30
Victor Lindelöf,DEF,Man Utd,2.2,0,0,0,0,0.0,376,30
Samuel Amissah,DEF,Fulham,-0.5,0,0,0,0,0.0,690,30
Ross Barkley,MID,Aston Villa,0.0,0,0,0,0,0.0,29,30
Elyh Harrison,GK,Man Utd,-0.5,0,0,0,0,0.0,761,30
James McConnell,MID,Liverpool,1.0,0,0,0,0,0.0,330,30
Kobbie Mainoo,MID,Man Utd,0.0,0,0,0,0,0.0,378,30
Ramón Sosa,MID,Nott'm Forest,0.8,0,0,4,0,0.6,620,30
Sander Berge,MID,Fulham,1.8,0,0,17,0,14.4,622,30
Maldini Kacurri,DEF,Arsenal,0.0,0,0,0,0,0.0,657,30
Adam Armstrong,FWD,Southampton,0.0,0,0,0,0,0.0,453,30
Aaron Cresswell,DEF,West Ham,1.0,0,0,13,0,0.8,517,30
Emil Krafth,DEF,Newcastle,1.0,0,0,3,0,0.3,405,30
Jack Porter,GK,Arsenal,0.5,0,0,0,0,0.0,756,30
Jakub Kiwior,DEF,Arsenal,1.2,0,0,10,0,1.7,8,30
Kristoffer Ajer,DEF,Brentford,0.8,0,0,3,0,0.0,86,30
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0,0.0,203,30
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,212,30
Benjamin Fredrick,DEF,Brentford,-0.5,0,0,0,0,0.0,786,30
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,137,30
Thomas Wilson-Brown,DEF,Leicester,0.0,0,0,0,0,0.0,708,30
Romain Esse,MID,Crystal Palace,1.0,0,0,0,0,0.0,730,30
Cieran Slicker,GK,Ipswich,-0.5,0,0,0,0,0.0,280,30
Raheem Sterling,MID,Arsenal,0.5,0,0,0,0,0.0,186,30
Raúl Jiménez,FWD,Fulham,3.5,0,0,10,0,3.5,252,30
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,483,30
Myles Lewis-Skelly,MID,Arsenal,2.5,0,0,16,0,4.8,597,30
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,0,0.0,493,30
David Moyes,AM,Everton,1.7,0,0,0,0,0.0,742,30
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,30
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,30
Ashley Young,DEF,Everton,-0.3,0,0,3,0,0.0,238,30
Arne Slot,AM,Liverpool,10.0,0,0,0,0,0.0,744,30
James Bree,DEF,Southampton,-0.5,0,0,0,0,0.0,457,30
Welington Damascena Santos,DEF,Southampton,0.2,0,0,-1,0,0.7,718,31
Alex Scott,MID,Bournemouth,1.5,0,0,7,0,1.8,77,31
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,31
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,31
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,31
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,31
Pau Torres,DEF,Aston Villa,3.5,0,0,0,0,0.0,52,31
Joel Ward,DEF,Crystal Palace,0.5,0,0,3,0,0.0,215,31
Antonín Kinsky,GK,Spurs,0.5,0,0,0,0,0.0,716,31
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,31
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0.0,550,31
Mikey Moore,MID,Spurs,0.5,0,0,0,0,0.0,610,31
Hákon Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0.0,109,31
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,31
João Victor Gomes da Silva,MID,Wolves,2.0,0,0,11,0,5.1,553,31
Cole Palmer,MID,Chelsea,2.8,0,0,1,0,5.1,182,31
Mitoma Kaoru,MID,Brighton,1.7,0,0,8,0,17.1,136,31
Boubakary Soumaré,MID,Leicester,1.5,0,0,14,0,8.1,285,31
Chris Wood,FWD,Nott'm Forest,0.9,0,0,0,0,0.0,447,31
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,31
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,31
Milos Kerkez,DEF,Bournemouth,2.5,0,0,2,0,2.3,70,31
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,31
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,31
Arijanet Muric,GK,Ipswich,0.0,0,0,0,0,0.0,568,31
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,31
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,31
Ibrahim Sangaré,MID,Nott'm Forest,0.8,0,0,0,0,0.0,442,31
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,31
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,479,31
Fabian Hürzeler,AM,Brighton,2.0,0,0,0,0,0.0,739,31
Conor Coady,DEF,Leicester,0.5,0,0,1,0,0.5,288,31
Wes Foderingham,GK,West Ham,-0.5,0,0,0,0,0.0,522,31
Armando Broja,FWD,Everton,0.5,0,0,-1,0,0.4,156,31
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,31
Thomas Partey,MID,Arsenal,1.8,0,0,0,0,0.0,20,31
Harry Wilson,MID,Fulham,0.0,0,0,0,0,0.0,259,31
Mathis Amougou,MID,Chelsea,0.5,0,0,0,0,0.0,771,31
Kasey McAteer,MID,Leicester,-0.2,0,0,0,0,0.0,299,31
Curtis Jones,MID,Liverpool,3.5,0,0,14,0,24.9,324,31
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,31
Treymaurice Nyoni,MID,Liverpool,1.0,0,0,0,0,0.0,688,31
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,31
Yunus Emre Konak,MID,Brentford,-0.2,0,0,0,0,0.0,97,31
Max Kilman,DEF,West Ham,1.2,0,0,7,0,1.2,524,31
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,31
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,31
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,31
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.8,0,0,0,0,0.0,733,31
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,3.5,0,0,0,0,0.0,571,31
Emerson Palmieri dos Santos,DEF,West Ham,0.8,0,0,1,0,5.2,520,31
Abdoulaye Doucouré,MID,Everton,1.5,0,0,10,0,0.5,217,31
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,31
José Malheiro de Sá,GK,Wolves,3.0,0,0,6,0,0.0,554,31
Woyo Coulibaly,DEF,Leicester,-0.5,0,0,0,0,0.0,726,31
Alexander Isak,FWD,Newcastle,4.1,0,0,3,1,2.1,401,31
Yves Bissouma,MID,Spurs,1.2,0,0,7,0,10.2,482,31
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,31
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,31
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.3,0,0,0,0,0.0,548,31
Brajan Gruda,MID,Brighton,1.3,0,0,5,0,11.7,595,31
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,31
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,31
Justin Devenny,MID,Crystal Palace,1.0,0,0,5,0,0.0,645,31
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,31
Jordan Ayew,MID,Leicester,0.2,0,0,0,0,0.0,192,31
Marcos Senesi,DEF,Bournemouth,1.2,0,0,6,0,0.1,79,31
Genesis Antwi,DEF,Chelsea,0.5,0,0,0,0,0.0,787,31
Kiernan Dewsbury-Hall,MID,Chelsea,1.5,0,0,10,0,11.4,166,31
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,31
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,31
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,31
Jefferson Lerma Solís,MID,Crystal Palace,4.5,0,0,19,0,0.9,206,31
Jannik Vestergaard,DEF,Leicester,-0.5,0,0,0,0,0.0,307,31
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,31
Luke Thomas,DEF,Leicester,0.2,0,0,8,0,17.6,305,31
Bruno Borges Fernandes,MID,Man Utd,6.8,0,0,16,1,43.7,366,31
Adam Smith,DEF,Bournemouth,1.2,0,0,-5,0,10.8,81,31
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,31
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,31
Rasmus Højlund,FWD,Man Utd,2.8,0,0,6,1,1.3,375,31
Callum Wilson,FWD,Newcastle,1.5,0,0,2,0,0.0,421,31
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,31
Claudio Echeverri,MID,Man City,0.5,0,0,0,0,0.0,785,31
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,31
Oliver Skipp,MID,Leicester,-0.5,0,0,0,0,0.0,501,31
Tomáš Souček,MID,West Ham,3.5,0,0,3,0,0.8,530,31
Taylor Harwood-Bellis,DEF,Southampton,0.8,0,0,2,0,2.7,461,31
Alphonse Areola,GK,West Ham,1.8,0,0,6,0,0.0,513,31
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,31
Richarlison de Andrade,FWD,Spurs,0.4,0,0,0,0,0.0,497,31
Iwan Morgan,FWD,Brentford,-0.5,0,0,0,0,0.0,780,31
Joško Gvardiol,DEF,Man City,5.8,0,3,33,1,2.0,350,31
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,31
Joachim Andersen,DEF,Fulham,1.3,0,0,8,0,0.6,191,31
Moisés Caicedo Corozo,MID,Chelsea,3.2,0,0,19,1,38.3,157,31
Carlos Henrique Casimiro,MID,Man Utd,0.8,0,0,18,1,5.7,368,31
Roman Dixon,DEF,Everton,-0.5,0,0,0,0,0.0,627,31
Jhon Durán,FWD,Aston Villa,0.0,0,0,0,0,0.0,38,31
Jacob Murphy,MID,Newcastle,11.0,0,3,48,1,1.2,402,31
Sean Longstaff,MID,Newcastle,1.0,0,0,4,0,0.4,410,31
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,31
Trevoh Chalobah,DEF,Chelsea,4.2,0,0,21,1,10.9,159,31
Ryan Manning,DEF,Southampton,2.2,0,0,9,0,12.4,467,31
Vitalii Mykolenko,DEF,Everton,0.8,0,0,0,0,0.0,231,31
Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0.0,63,31
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,31
Kepa Arrizabalaga,GK,Bournemouth,1.5,0,0,6,0,0.2,152,31
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,31
Youssef Ramalho Chermiti,FWD,Everton,-0.2,0,0,0,0,0.0,237,31
Morgan Gibbs-White,MID,Nott'm Forest,3.8,0,0,7,0,32.2,433,31
Noni Madueke,MID,Chelsea,1.2,0,0,3,0,2.3,177,31
Nélson Cabral Semedo,DEF,Wolves,3.3,0,0,9,0,5.8,559,31
Alex Palmer,GK,Ipswich,1.3,0,0,5,0,0.0,764,31
Thomas Frank,AM,Brentford,5.8,0,0,0,0,0.0,752,31
Tommy Doyle,MID,Wolves,0.3,0,0,0,0,0.0,544,31
Tom Heaton,GK,Man Utd,-0.5,0,0,0,0,0.0,374,31
Lucas Bergvall,MID,Spurs,2.5,0,0,5,1,22.1,481,31
Lesley Ugochukwu,MID,Southampton,1.5,0,0,3,0,18.1,188,31
Charlie Tasker,DEF,Brighton,0.0,0,0,0,0,0.0,791,31
Evan Ferguson,FWD,West Ham,0.2,0,0,0,0,0.0,123,31
Christian Eriksen,MID,Man Utd,0.5,0,0,0,0,0.0,370,31
Nasser Djiga,DEF,Wolves,0.7,0,0,3,0,0.0,769,31
Tyrique George,MID,Chelsea,0.8,0,0,0,0,0.0,696,31
Danny Ings,FWD,West Ham,-0.5,0,0,0,0,0.0,523,31
Jean-Ricner Bellegarde,MID,Wolves,5.3,0,0,9,0,40.5,535,31
Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,31
Benoît Badiashile,DEF,Chelsea,1.2,0,0,0,0,0.0,153,31
Radu Drăgușin,DEF,Spurs,0.0,0,0,0,0,0.0,486,31
Jack Stephens,DEF,Southampton,0.5,0,0,0,0,0.0,472,31
Mateo Kovačić,MID,Man City,1.5,0,0,12,1,18.8,354,31
Nicolás Domínguez,MID,Nott'm Forest,2.2,0,0,13,0,12.3,431,31
Ben Doak,MID,Liverpool,0.0,0,0,0,0,0.0,318,31
Phil Foden,MID,Man City,1.2,0,0,-5,0,17.7,348,31
Mason Mount,MID,Man Utd,-0.2,0,0,-1,0,15.0,382,31
Gabriel Martinelli Silva,MID,Arsenal,3.5,0,0,7,0,2.3,9,31
Yasin Ayari,MID,Brighton,1.3,0,0,4,0,0.6,600,31
Callum Olusesi,MID,Spurs,0.5,0,0,0,0,0.0,683,31
Mikel Merino,MID,Arsenal,7.5,0,0,15,0,3.1,633,31
Jamaldeen Jimoh,MID,Aston Villa,-0.5,0,0,0,0,0.0,710,31
Facundo Buonanotte,MID,Leicester,0.5,0,0,2,0,22.0,117,31
Caoimhin Kelleher,GK,Liverpool,5.0,0,0,4,0,0.0,325,31
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,31
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,31
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0.0,118,31
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,31
Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0.0,4,31
Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,344,31
Ethan Brierley,MID,Brentford,-0.5,0,0,0,0,0.0,87,31
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,31
Rico Henry,DEF,Brentford,-0.4,0,0,0,0,0.0,92,31
Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,31
Yoane Wissa,FWD,Brentford,4.5,0,0,3,1,34.2,110,31
Daniel Iversen,GK,Leicester,-0.5,0,0,0,0,0.0,294,31
Kevin Danso,DEF,Spurs,0.0,0,0,0,0,0.0,767,31
Mads Hermansen,GK,Leicester,0.8,0,0,-1,0,0.0,293,31
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,31
Ismaïla Sarr,MID,Crystal Palace,2.0,0,0,6,0,2.5,585,31
Jarrod Bowen,MID,West Ham,4.2,0,0,27,0,1.7,514,31
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,31
Ryan Sessegnon,DEF,Fulham,5.0,0,0,9,0,10.7,579,31
Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,31
Jadon Sancho,MID,Chelsea,3.2,0,0,10,1,13.9,386,31
Sam Johnstone,GK,Wolves,0.0,0,0,0,0,0.0,204,31
Jonny Evans,DEF,Man Utd,0.0,0,0,0,0,0.0,371,31
Mohamed Salah,MID,Liverpool,3.5,0,0,2,0,30.7,328,31
Federico Chiesa,MID,Liverpool,1.5,0,0,4,0,0.6,636,31
Timothy Castagne,DEF,Fulham,1.7,0,0,11,0,1.3,244,31
Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,131,31
Ola Aina,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,422,31
Taiwo Awoniyi,FWD,Nott'm Forest,1.5,0,0,0,0,0.0,424,31
Leandro Trossard,MID,Arsenal,4.8,0,2,28,0,4.3,23,31
Jacob Greaves,DEF,Ipswich,0.0,0,0,0,0,0.0,270,31
Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,31
Alfie Whiteman,GK,Spurs,0.5,0,0,0,0,0.0,510,31
Séamus Coleman,DEF,Everton,-0.5,0,0,0,0,0.0,221,31
Fabian Schär,DEF,Newcastle,6.0,1,1,39,1,0.3,415,31
Nicolas Jackson,FWD,Chelsea,1.2,0,0,1,0,22.5,180,31
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,31
Jamie Vardy,FWD,Leicester,0.8,0,0,1,0,3.8,306,31
Miguel Almirón Rejala,MID,Newcastle,0.0,0,0,0,0,0.0,391,31
James Garner,MID,Everton,1.2,0,0,4,0,0.0,223,31
Marcus Tavernier,MID,Bournemouth,0.0,0,0,0,0,0.0,83,31
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,31
Chido Obi-Martin,FWD,Man Utd,-0.2,0,0,0,0,0.0,776,31
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,31
Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,31
Jayce Fitzgerald,MID,Man Utd,-0.5,0,0,0,0,0.0,673,31
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,31
Martial Godo,MID,Fulham,-1.0,0,0,0,0,0.0,605,31
Harrison Reed,MID,Fulham,-0.7,0,0,7,0,0.1,254,31
Guido Rodríguez,MID,West Ham,-0.2,0,0,0,0,0.0,588,31
Will Alves,MID,Leicester,0.0,0,0,0,0,0.0,606,31
Carlos Baleba,MID,Brighton,1.3,0,0,17,0,4.5,115,31
James Hill,DEF,Bournemouth,0.8,0,0,5,0,10.8,68,31
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,0,0.0,164,31
Ryan Fraser,MID,Southampton,-0.5,0,0,0,0,0.0,397,31
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,151,31
Nathan Patterson,DEF,Everton,0.2,0,0,1,0,1.1,234,31
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,0,0.0,51,31
Malachi Hardy,DEF,Spurs,0.5,0,0,0,0,0.0,684,31
Mathias Jensen,MID,Brentford,-0.2,0,0,4,0,4.2,95,31
Bart Verbruggen,GK,Brighton,0.7,0,0,4,0,0.0,146,31
Dango Ouattara,MID,Bournemouth,2.2,0,0,9,0,18.3,74,31
Emmanuel Agbadou,DEF,Wolves,3.3,0,0,13,0,21.1,720,31
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,430,31
Yehor Yarmoliuk,MID,Brentford,1.5,0,0,8,1,5.4,111,31
Julián Álvarez,FWD,Man City,0.0,0,0,0,0,0.0,352,31
Tyler Dibling,MID,Southampton,2.2,0,0,10,0,20.2,608,31
Paul Onuachu,FWD,Southampton,3.4,0,0,2,0,2.1,470,31
Bobby Clark,MID,Liverpool,0.0,0,0,0,0,0.0,315,31
Amara Nallo,DEF,Liverpool,1.0,0,0,0,0,0.0,692,31
Kieran Tierney,DEF,Arsenal,1.2,0,0,10,0,35.8,21,31
Orel Mangala,MID,Everton,0.0,0,0,0,0,0.0,651,31
Darwin Núñez Ribeiro,FWD,Liverpool,1.5,0,0,2,0,0.8,316,31
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,31
Marco Alexandre Saraiva da Silva,AM,Fulham,9.0,0,0,0,0,0.0,753,31
Sugawara Yukinari,DEF,Southampton,0.5,0,0,0,0,2.5,474,31
Aaron Wan-Bissaka,DEF,West Ham,1.2,0,0,11,0,2.8,388,31
Mathys Tel,MID,Spurs,3.8,0,0,23,0,0.1,768,31
Pep Guardiola,AM,Man City,7.2,0,0,0,0,0.0,736,31
Bobby De Cordova-Reid,MID,Leicester,-0.5,0,0,0,0,0.0,290,31
Manuel Ugarte,MID,Man Utd,1.8,0,0,6,1,6.9,652,31
Nathan Broadhead,MID,Ipswich,3.7,0,0,7,1,0.3,262,31
Matheus Luiz Nunes,MID,Man City,2.5,0,0,11,1,16.3,356,31
Ben Broggio,MID,Aston Villa,-0.5,0,0,0,0,0.0,679,31
Jake O'Brien,DEF,Everton,3.8,0,0,-1,0,1.0,582,31
Cameron Peupion,MID,Brighton,0.0,0,0,0,0,0.0,140,31
Felipe Rodrigues da Silva,DEF,Nott'm Forest,0.8,0,0,-7,0,3.9,653,31
Kosta Nedeljković,DEF,Aston Villa,0.0,0,0,0,0,0.0,50,31
Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,31
Dominic Sadi,MID,Bournemouth,0.5,0,0,0,0,0.0,723,31
Nikola Milenković,DEF,Nott'm Forest,6.5,0,0,8,0,0.2,573,31
Sepp van den Berg,DEF,Brentford,1.8,0,0,18,1,0.5,338,31
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,0,0.0,250,31
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,31
Jarrad Branthwaite,DEF,Everton,1.5,0,0,9,0,0.5,219,31
Ferdi Kadioglu,DEF,Brighton,0.0,0,0,0,0,0.0,628,31
Mats Wieffer,MID,Brighton,0.7,0,0,4,0,10.3,149,31
Kyle Walker,DEF,Man City,0.0,0,0,0,0,0.0,363,31
Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,31
Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,31
Robert Sánchez,GK,Chelsea,5.5,0,0,26,1,0.0,185,31
Abdukodir Khusanov,DEF,Man City,0.2,0,0,0,0,0.0,732,31
Sergio Reguilón,DEF,Spurs,0.5,0,0,0,0,0.0,496,31
Asmir Begovic,GK,Everton,-0.5,0,0,0,0,0.0,624,31
Martin Sherif,FWD,Everton,-0.5,0,0,0,0,0.0,724,31
