name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,GW
Emile Smith Rowe,MID,Fulham,2.0,0,0,11,1,3.8,19,1
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0.0,65,1
Lucas Bergström,GK,Chelsea,0.0,0,0,0,0,0.0,154,1
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,130,1
Axel Tuanzebe,DEF,Ipswich,0.0,0,0,1,0,0.4,282,1
Gabriel Fernando de Jesus,FWD,Arsenal,3.2,0,0,1,0,0.8,2,1
Iliman Ndiaye,FWD,Everton,1.7,0,0,3,0,0.2,232,1
David Raya Martin,GK,Arsenal,5.0,0,1,28,1,0.0,15,1
Enso González,MID,Wolves,0.0,0,0,0,0,0.0,547,1
Archie Gray,MID,Spurs,2.1,0,0,1,0,1.5,489,1
Christopher Nkunku,MID,Chelsea,1.3,0,0,6,0,13.5,181,1
Manuel Akanji,DEF,Man City,3.8,0,0,28,1,1.6,340,1
Ryan Gravenberch,MID,Liverpool,2.6,0,0,6,1,10.4,323,1
Joe Willock,MID,Newcastle,2.6,0,0,0,0,0.0,420,1
Mark Flekken,GK,Brentford,2.2,0,0,22,0,0.0,91,1
Lewis Cook,MID,Bournemouth,1.6,0,0,12,0,16.0,64,1
Alex Iwobi,MID,Fulham,2.0,0,0,5,0,10.9,247,1
Ethan Nwaneri,MID,Arsenal,2.0,0,0,0,0,0.0,12,1
Ross Stewart,FWD,Southampton,0.0,0,0,0,0,0.0,473,1
Matt Doherty,DEF,Wolves,0.9,0,0,7,0,2.7,543,1
Alejo Véliz,FWD,Spurs,0.0,0,0,0,0,0.0,507,1
Isaac Hayden,MID,Newcastle,2.0,0,0,0,0,0.0,400,1
Wilson Odobert,MID,Spurs,2.5,0,0,0,0,0.0,612,1
Conor Bradley,DEF,Liverpool,3.4,0,0,3,0,1.9,313,1
Tom Cairney,MID,Fulham,1.6,0,0,2,0,11.7,243,1
Jarell Quansah,DEF,Liverpool,2.9,0,0,7,0,0.5,333,1
Jacob Ramsey,MID,Aston Villa,2.0,1,0,18,0,12.3,53,1
Emiliano Buendía Stati,MID,Aston Villa,2.0,0,0,0,0,0.0,31,1
James McAtee,MID,Man City,2.6,0,0,0,0,0.0,357,1
Andrew Robertson,DEF,Liverpool,4.2,0,0,24,1,17.1,335,1
Luke Harris,MID,Fulham,0.0,0,0,0,0,0.0,246,1
Youri Tielemans,MID,Aston Villa,2.0,1,2,33,0,42.5,57,1
João Neves Virgínia,GK,Everton,1.0,0,0,0,0,0.0,227,1
Oleksandr Zinchenko,DEF,Arsenal,3.4,0,0,22,1,4.9,25,1
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,4,0,14.3,537,1
Ederson Santana de Moraes,GK,Man City,5.0,0,1,30,1,0.0,347,1
Andrew Omobamidele,DEF,Nott'm Forest,1.9,0,0,0,0,0.0,440,1
Norberto Bercique Gomes Betuncal,FWD,Everton,1.4,0,0,2,0,0.0,218,1
Diogo Dalot Teixeira,DEF,Man Utd,2.4,0,1,26,1,4.8,369,1
Pape Matar Sarr,MID,Spurs,2.1,0,0,12,0,15.6,499,1
Danny Welbeck,FWD,Brighton,1.7,1,3,41,1,24.8,148,1
Yankuba Minteh,MID,Brighton,2.0,1,0,18,0,31.4,135,1
Nathan Aké,DEF,Man City,3.8,0,0,0,0,0.0,341,1
Bernd Leno,GK,Fulham,3.1,0,0,12,0,0.0,248,1
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,1
Axel Disasi,DEF,Chelsea,0.9,0,0,0,0,0.0,167,1
Kevin Schade,MID,Brentford,2.0,0,0,-2,0,0.9,106,1
Victor Kristiansen,DEF,Leicester,1.4,0,0,9,0,8.9,296,1
Kyle Walker-Peters,DEF,Southampton,0.9,0,0,8,0,10.9,476,1
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,536,1
Ivan Toney,FWD,Brentford,2.4,0,0,0,0,0.0,108,1
Antonee Robinson,DEF,Fulham,1.9,0,0,15,0,1.5,255,1
Romain Faivre,MID,Bournemouth,1.6,0,0,0,0,0.0,66,1
James Ward-Prowse,MID,West Ham,2.3,0,0,3,0,1.4,531,1
Patson Daka,FWD,Leicester,0.0,0,0,0,0,0.0,289,1
Illia Zabarnyi,DEF,Bournemouth,1.9,0,0,9,0,1.1,85,1
Gavin Bazunu,GK,Southampton,1.2,0,0,0,0,0.0,454,1
Sven Botman,DEF,Newcastle,0.0,0,0,0,0,0.0,393,1
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,1
Danny Ward,GK,Leicester,0.5,0,0,0,0,0.0,308,1
Samuel Amo-Ameyaw,MID,Southampton,0.0,0,0,4,0,15.0,451,1
Joe Gauci,GK,Aston Villa,1.0,0,0,0,0,0.0,39,1
João Pedro Junqueira de Jesus,FWD,Brighton,1.7,0,0,9,1,10.8,129,1
Justin Kluivert,MID,Bournemouth,2.0,0,0,0,0,6.7,71,1
Martin Dúbravka,GK,Newcastle,3.2,0,0,0,0,0.0,396,1
Flynn Downes,MID,Southampton,0.6,0,0,12,0,43.3,518,1
Alejandro Garnacho,MID,Man Utd,2.3,1,0,11,0,25.0,372,1
Ronnie Edwards,DEF,Southampton,0.0,0,0,0,0,0.0,460,1
Edson Álvarez Velázquez,MID,West Ham,0.4,0,0,0,0,0.0,511,1
Jack Grealish,MID,Man City,2.5,0,0,0,0,0.0,349,1
Marcus Myers-Harness,MID,Ipswich,0.6,0,0,1,0,1.6,271,1
Jack Taylor,MID,Ipswich,0.6,0,0,3,0,0.9,281,1
Simon Adingra,MID,Brighton,2.0,0,0,24,0,6.5,113,1
Ben Mee,DEF,Brentford,1.9,0,0,3,0,0.1,100,1
Leon Chiwome,FWD,Wolves,0.0,0,0,0,0,0.0,539,1
Eric da Silva Moreira,MID,Nott'm Forest,1.0,0,0,0,0,0.0,428,1
Luis Guilherme Lira dos Santos,MID,West Ham,1.6,0,0,0,0,0.0,526,1
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,551,1
Harrison Armstrong,MID,Everton,1.0,0,0,0,0,0.0,603,1
Carney Chukwuemeka,MID,Chelsea,0.6,0,0,0,0,0.0,161,1
Tom King,GK,Wolves,0.0,0,0,0,0,0.0,556,1
Wout Faes,DEF,Leicester,0.5,0,0,7,0,0.3,291,1
Leny Yoro,DEF,Man Utd,0.0,0,0,0,0,0.0,572,1
Pedro Lomba Neto,MID,Chelsea,1.3,0,0,6,0,26.7,560,1
Ian Maatsen,DEF,Aston Villa,2.4,0,0,5,0,10.5,45,1
Harry Winks,MID,Leicester,0.5,0,0,17,0,15.9,309,1
Mads Roerslev Rasmussen,DEF,Brentford,1.9,0,0,4,0,1.2,105,1
Jurriën Timber,DEF,Arsenal,3.8,0,0,2,0,0.8,6,1
Saša Kalajdžić,FWD,Wolves,0.4,0,0,0,0,0.0,555,1
Anthony Elanga,MID,Nott'm Forest,2.0,0,0,13,0,25.1,432,1
Julio Enciso,MID,Brighton,0.5,0,0,0,0,0.0,121,1
Naouirou Ahamada,MID,Crystal Palace,1.0,0,0,0,0,0.0,190,1
Jeremy Sarmiento Morante,MID,Brighton,1.6,0,0,3,0,0.8,141,1
Vladimír Coufal,DEF,West Ham,1.9,0,0,-1,0,15.2,516,1
Marc Cucurella Saseta,DEF,Chelsea,1.4,0,0,16,0,4.0,163,1
Toti António Gomes,DEF,Wolves,0.9,0,0,-6,0,1.3,567,1
Cristian Romero,DEF,Spurs,2.9,0,0,13,0,2.9,498,1
Dan Burn,DEF,Newcastle,2.9,0,0,18,1,0.0,395,1
Destiny Udogie,DEF,Spurs,2.9,0,0,2,0,7.8,505,1
Jordan Pickford,GK,Everton,3.1,0,0,2,0,0.0,235,1
Boubacar Traoré,MID,Wolves,0.6,0,0,0,0,0.0,534,1
Stefan Bajčetić Maquieira,MID,Liverpool,2.0,0,0,0,0,0.0,312,1
Mikkel Damsgaard,MID,Brentford,1.6,0,0,3,0,1.3,89,1
Luis Díaz,MID,Liverpool,3.6,0,0,13,1,37.1,327,1
Enzo Barrenechea,MID,Aston Villa,1.6,0,0,0,0,0.0,30,1
Carlos Vinícius Alves Morais,FWD,Fulham,1.4,0,0,0,0,0.0,258,1
Pervis Estupiñán,DEF,Brighton,1.2,0,0,0,0,0.0,122,1
James Milner,MID,Brighton,1.6,0,0,10,1,43.8,134,1
Ryan Trevitt,MID,Brentford,1.0,0,0,0,0,0.0,602,1
Enzo Fernández,MID,Chelsea,0.6,0,0,16,0,10.0,168,1
Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,387,1
Fábio Freitas Gouveia Carvalho,MID,Brentford,1.6,0,0,5,0,0.3,314,1
Jérémy Doku,MID,Man City,3.3,0,0,20,1,23.3,346,1
Marcus Bettinelli,GK,Chelsea,0.0,0,0,0,0,0.0,155,1
Alisson Ramses Becker,GK,Liverpool,5.0,0,1,28,1,0.0,310,1
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,93,1
Alex McCarthy,GK,Southampton,1.2,0,0,2,0,0.0,469,1
Neal Maupay,FWD,Everton,1.4,0,0,0,0,0.0,229,1
Steven Benda,GK,Fulham,1.0,0,0,0,0,0.0,242,1
Dean Henderson,GK,Crystal Palace,2.2,0,0,5,0,0.0,201,1
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,1
Cheick Doucouré,MID,Crystal Palace,1.6,0,0,4,0,2.8,193,1
Scott McTominay,MID,Man Utd,1.6,0,0,3,0,0.1,381,1
Wilfred Ndidi,MID,Leicester,1.1,0,0,14,0,1.1,300,1
John Ruddy,GK,Newcastle,2.0,0,0,0,0,0.0,414,1
Caleb Okoli,DEF,Leicester,0.5,0,0,0,0,0.0,301,1
Odysseas Vlachodimos,GK,Newcastle,3.2,0,0,0,0,0.0,412,1
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,1
Daichi Kamada,MID,Crystal Palace,2.0,0,0,2,0,25.0,205,1
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,172,1
Conor Chaplin,MID,Ipswich,1.0,0,0,12,0,2.5,265,1
Santiago Bueno,DEF,Wolves,0.9,0,0,0,0,0.0,564,1
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,0,0.0,279,1
Kenny Tete,DEF,Fulham,1.9,0,0,7,0,1.2,257,1
Pablo Sarabia,MID,Wolves,1.0,0,0,6,0,1.3,565,1
Diogo Teixeira da Silva,MID,Liverpool,3.6,0,0,24,1,4.9,317,1
Kortney Hause,DEF,Aston Villa,1.0,0,0,0,0,0.0,40,1
Liam Delap,FWD,Ipswich,0.7,0,0,8,0,20.7,268,1
Tino Livramento,DEF,Newcastle,2.9,0,1,25,1,0.6,409,1
Tyler Adams,MID,Bournemouth,0.0,0,0,0,0,0.0,60,1
Danilo dos Santos de Oliveira,MID,Nott'm Forest,1.6,0,0,1,0,0.1,429,1
Jenson Metcalfe,MID,Everton,1.0,0,0,0,0,0.0,614,1
Marcus Rashford,MID,Man Utd,2.5,0,0,5,1,14.8,385,1
James Maddison,MID,Spurs,3.1,1,0,25,0,52.8,494,1
Daniel Muñoz,DEF,Crystal Palace,2.4,1,0,11,0,13.4,211,1
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.3,0,0,14,1,1.8,394,1
Fraser Forster,GK,Spurs,2.7,0,0,0,0,0.0,488,1
Elliot Anderson,MID,Nott'm Forest,1.6,0,0,4,0,1.5,423,1
Charlie Taylor,DEF,Southampton,0.0,0,0,0,0,0.0,475,1
Bryan Mbeumo,MID,Brentford,2.5,0,2,35,0,50.2,99,1
Matty Cash,DEF,Aston Villa,1.9,0,0,7,0,12.4,32,1
Adam Lallana,MID,Southampton,0.0,0,0,0,0,0.0,463,1
Sandro Tonali,MID,Newcastle,0.0,0,0,0,0,0.0,417,1
Issa Diop,DEF,Fulham,1.9,0,0,13,0,0.2,245,1
Igor Julio dos Santos de Paulo,DEF,Brighton,1.9,0,0,0,0,0.0,128,1
Joelinton Cássio Apolinário de Lira,MID,Newcastle,3.2,0,3,34,1,1.2,403,1
John McGinn,MID,Aston Villa,2.0,0,0,6,0,2.6,48,1
Oscar Bobb,MID,Man City,0.0,0,0,0,0,0.0,343,1
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,0,0.0,561,1
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,0,0.0,490,1
Nathan Collins,DEF,Brentford,1.9,1,1,23,0,0.5,88,1
Jesper Lindstrøm,MID,Everton,2.0,0,0,0,0,0.0,577,1
Marc Guéhi,DEF,Crystal Palace,1.9,0,0,9,0,2.6,200,1
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,112,1
William Osula,FWD,Newcastle,2.4,0,0,0,0,0.0,590,1
Harry Souttar,DEF,Leicester,0.0,0,0,0,0,0.0,303,1
Jean-Philippe Mateta,FWD,Crystal Palace,2.4,0,0,1,0,3.1,207,1
Ben Nelson,DEF,Leicester,0.5,0,0,0,0,0.0,616,1
Bernardo Veiga de Carvalho e Silva,MID,Man City,3.3,1,0,26,1,38.1,342,1
Filip Jørgensen,GK,Chelsea,1.2,0,0,0,0,0.0,581,1
David Brooks,MID,Bournemouth,0.0,0,0,0,0,0.0,62,1
Son Heung-min,MID,Spurs,3.8,0,0,18,0,32.2,503,1
Solly March,MID,Brighton,0.0,0,0,0,0,0.0,132,1
Manor Solomon,MID,Spurs,2.5,0,0,0,0,0.0,502,1
Nathaniel Phillips,DEF,Liverpool,2.0,0,0,0,0,0.0,332,1
Kieran Trippier,DEF,Newcastle,4.2,0,0,0,0,0.0,418,1
John Stones,DEF,Man City,3.8,0,0,0,0,0.0,362,1
Sam Morsy,MID,Ipswich,0.6,0,0,14,0,15.9,278,1
Lewis Hall,DEF,Newcastle,2.9,0,0,17,1,14.7,399,1
Marc Guiu Paz,FWD,Chelsea,0.4,0,0,2,0,0.3,178,1
Tom Cannon,FWD,Leicester,0.5,0,0,0,0,0.0,286,1
Ben Davies,DEF,Spurs,2.4,0,0,0,0,0.0,484,1
Tyler Morton,MID,Liverpool,2.0,0,0,0,0,0.0,331,1
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,208,1
Calvin Bassey,DEF,Fulham,1.9,0,0,5,0,0.8,241,1
Eddie Nketiah,FWD,Arsenal,3.0,0,0,0,0,0.0,11,1
Andreas Hoelgebaum Pereira,MID,Fulham,2.0,0,0,15,0,83.0,240,1
Matheus Santos Carneiro Da Cunha,FWD,Wolves,1.1,0,0,9,0,16.2,541,1
Amadou Onana,MID,Aston Villa,1.6,0,3,38,0,4.3,233,1
Morgan Rogers,MID,Aston Villa,1.6,0,0,14,0,23.3,54,1
Reiss Nelson,MID,Arsenal,2.6,0,0,0,0,0.0,10,1
Tosin Adarabioyo,DEF,Chelsea,0.9,0,0,0,0,0.0,187,1
Matt Targett,DEF,Newcastle,0.5,0,0,0,0,0.0,416,1
Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,46,1
Jan Paul van Hecke,DEF,Brighton,1.9,0,0,28,1,0.5,144,1
Jean-Clair Todibo,DEF,West Ham,1.9,0,0,2,0,0.0,591,1
Chris Mepham,DEF,Bournemouth,1.9,0,0,0,0,0.0,72,1
Ollie Watkins,FWD,Aston Villa,2.7,0,0,3,0,0.2,58,1
Jorge Cuenca Barreno,DEF,Fulham,1.9,0,0,0,0,0.0,586,1
Rico Lewis,DEF,Man City,2.9,0,0,22,1,3.3,355,1
Julián Araujo Zúñiga,DEF,Bournemouth,1.9,0,0,4,0,1.3,592,1
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,1.9,0,0,14,0,1.0,436,1
James Tarkowski,DEF,Everton,2.4,0,0,-4,0,10.8,236,1
Joël Veltman,DEF,Brighton,1.9,0,2,34,1,1.3,145,1
Jaidon Anthony,MID,Bournemouth,1.0,0,0,0,0,0.0,61,1
Kamaldeen Sulemana,MID,Southampton,0.0,0,0,0,0,0.0,462,1
Timo Werner,MID,Spurs,2.8,0,0,3,0,5.8,509,1
Tyrone Mings,DEF,Aston Villa,0.0,0,0,0,0,0.0,49,1
Matz Sels,GK,Nott'm Forest,2.2,0,0,13,0,0.0,443,1
Ryan Yates,MID,Nott'm Forest,1.6,1,2,29,0,16.9,449,1
Amad Diallo,MID,Man Utd,1.6,0,0,11,1,19.1,364,1
Sam Szmodics,MID,Ipswich,1.2,0,0,2,0,10.3,611,1
Malo Gusto,DEF,Chelsea,1.4,0,0,0,0,2.8,171,1
Hwang Ui-jo,FWD,Nott'm Forest,1.0,0,0,0,0,0.0,446,1
Jakub Stolarczyk,GK,Leicester,0.0,0,0,0,0,0.0,304,1
Lloyd Kelly,DEF,Newcastle,2.9,0,0,4,0,0.0,404,1
Valentín Barco,DEF,Brighton,1.0,0,0,0,0,0.0,116,1
Dean Huijsen,DEF,Bournemouth,1.9,0,0,9,0,0.4,580,1
Max Aarons,DEF,Bournemouth,1.9,0,0,0,0,0.0,59,1
Rhys Williams,DEF,Liverpool,2.0,0,0,0,0,0.0,334,1
Michail Antonio,FWD,West Ham,1.7,0,0,4,0,0.4,512,1
Ibrahim Osman,MID,Brighton,0.0,0,0,0,0,0.0,127,1
Lewis Miley,MID,Newcastle,0.0,0,0,0,0,0.0,411,1
Nathan Wood-Gordon,DEF,Southampton,0.0,0,0,0,0,0.0,477,1
Rodrigo Muniz Carvalho,FWD,Fulham,2.0,0,0,10,1,20.4,251,1
Benjamin White,DEF,Arsenal,4.6,0,0,22,1,1.3,24,1
Cameron Burgess,DEF,Ipswich,0.0,0,0,0,0,0.0,263,1
Abdul Fatawu,MID,Leicester,1.5,1,3,37,0,32.5,570,1
Dominik Szoboszlai,MID,Liverpool,3.3,1,1,28,1,41.2,336,1
Tim Iroegbunam,MID,Everton,1.0,0,0,6,0,2.5,226,1
Neco Williams,DEF,Nott'm Forest,1.9,0,0,9,0,30.9,437,1
Roméo Lavia,MID,Chelsea,0.0,0,0,18,0,13.5,174,1
Leon Bailey,MID,Aston Villa,2.3,0,0,1,0,30.5,28,1
Niclas Füllkrug,FWD,West Ham,2.2,0,0,2,0,0.4,589,1
Harvey Barnes,MID,Newcastle,3.3,0,0,1,0,0.0,392,1
Brennan Johnson,MID,Spurs,2.8,0,0,8,0,14.4,491,1
Andrew Moran,MID,Brighton,1.6,0,0,0,0,0.0,601,1
Harry Maguire,DEF,Man Utd,2.4,0,0,22,1,1.6,377,1
Mark Travers,GK,Bournemouth,2.2,0,0,0,0,0.0,84,1
Will Smallbone,MID,Southampton,0.6,0,0,13,0,7.7,471,1
Mykhailo Mudryk,MID,Chelsea,1.3,0,0,0,0,0.0,179,1
Hamed Traorè,MID,Bournemouth,1.0,0,0,0,0,0.0,67,1
Stefan Ortega Moreno,GK,Man City,5.0,0,0,0,0,0.0,358,1
Renato Palma Veiga,MID,Chelsea,0.0,0,0,2,0,0.5,184,1
Eberechi Eze,MID,Crystal Palace,2.5,0,0,14,0,6.8,199,1
Samuel Iling-Junior,MID,Aston Villa,2.0,0,0,0,0,0.0,41,1
Boubacar Kamara,MID,Aston Villa,0.0,0,0,0,0,0.0,42,1
Ali Al-Hamadi,FWD,Ipswich,0.4,0,0,2,0,0.0,260,1
Willy Boly,DEF,Nott'm Forest,1.9,0,0,10,0,0.1,425,1
Carlos Alcaraz Durán,MID,Southampton,0.6,0,0,4,0,15.9,450,1
Victor Lindelöf,DEF,Man Utd,1.9,0,0,0,0,0.0,376,1
Ross Barkley,MID,Aston Villa,2.0,0,0,0,0,0.0,29,1
James McConnell,MID,Liverpool,2.0,0,0,0,0,0.0,330,1
Kobbie Mainoo,MID,Man Utd,2.0,0,0,21,1,3.7,378,1
Adam Armstrong,FWD,Southampton,0.7,0,0,5,0,12.9,453,1
Aaron Cresswell,DEF,West Ham,1.0,0,0,0,0,0.0,517,1
Emil Krafth,DEF,Newcastle,2.9,0,0,21,1,0.0,405,1
Jakub Kiwior,DEF,Arsenal,3.4,0,0,0,0,0.0,8,1
Kristoffer Ajer,DEF,Brentford,1.9,0,0,4,0,1.3,86,1
Will Hughes,MID,Crystal Palace,1.6,0,0,10,0,14.0,203,1
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,212,1
Jakub Moder,MID,Brighton,1.0,0,0,0,0,0.0,137,1
Cieran Slicker,GK,Ipswich,0.0,0,0,0,0,0.0,280,1
Raheem Sterling,MID,Chelsea,1.5,0,0,0,0,0.0,186,1
Raúl Jiménez,FWD,Fulham,1.7,0,0,3,0,0.3,252,1
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,483,1
Myles Lewis-Skelly,MID,Arsenal,2.0,0,0,0,0,0.0,597,1
Giovani Lo Celso,MID,Spurs,2.1,0,0,0,0,0.0,493,1
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,1
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,1
Ashley Young,DEF,Everton,1.9,0,0,-10,0,15.2,238,1
James Bree,DEF,Southampton,0.0,0,0,0,0,0.0,457,1
Alex Scott,MID,Bournemouth,1.0,0,0,3,0,0.3,77,2
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,2
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,2
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,2
Ben Brereton Díaz,MID,Southampton,1.0,0,0,12,0,30.4,584,2
Pau Torres,DEF,Aston Villa,0.5,0,0,3,0,1.0,52,2
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,2
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,2
Hwang Hee-chan,MID,Wolves,1.5,0,0,3,0,1.0,550,2
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,2
Hákon Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0.0,109,2
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,2
João Victor Gomes da Silva,MID,Wolves,1.5,0,0,7,0,6.2,553,2
Cole Palmer,MID,Chelsea,9.5,3,2,61,0,43.8,182,2
Mitoma Kaoru,MID,Brighton,7.0,1,1,20,0,13.5,136,2
Boubakary Soumaré,MID,Leicester,0.0,0,0,0,0,0.0,285,2
Chris Wood,FWD,Nott'm Forest,5.5,0,0,5,1,16.9,447,2
Joe Worrall,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,448,2
Jeffrey Schlupp,MID,Crystal Palace,0.5,0,0,3,0,0.7,214,2
Milos Kerkez,DEF,Bournemouth,1.0,0,0,4,0,2.9,70,2
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,2
Jason Steele,GK,Brighton,4.5,0,0,15,0,0.0,142,2
Arijanet Muric,GK,Ipswich,-1.1,0,0,-12,0,0.0,568,2
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,2
Ibrahim Sangaré,MID,Nott'm Forest,2.5,0,0,9,1,2.1,442,2
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,2
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,479,2
Conor Coady,DEF,Leicester,0.0,0,0,0,0,0.0,288,2
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,2
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,156,2
Adam Webster,DEF,Brighton,0.5,0,0,0,0,0.0,147,2
Thomas Partey,MID,Arsenal,8.0,0,3,27,1,7.5,20,2
Harry Wilson,MID,Fulham,1.0,0,0,0,0,1.3,259,2
Kasey McAteer,MID,Leicester,0.5,0,0,1,0,0.3,299,2
Curtis Jones,MID,Liverpool,0.5,0,0,0,0,0.0,324,2
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,2
Yunus Emre Konak,MID,Brentford,-0.5,0,0,0,0,0.0,97,2
Max Kilman,DEF,West Ham,6.5,1,3,40,1,21.0,524,2
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,2
Alex Murphy,DEF,Newcastle,0.5,0,0,0,0,0.0,390,2
George Edmundson,DEF,Ipswich,-1.0,0,0,3,0,0.0,269,2
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,4.9,2,1,36,0,33.8,571,2
Emerson Palmieri dos Santos,DEF,West Ham,3.5,0,0,27,1,1.6,520,2
Abdoulaye Doucouré,MID,Everton,1.5,0,0,3,0,1.4,217,2
José Malheiro de Sá,GK,Wolves,0.5,0,0,-11,0,10.0,554,2
Alexander Isak,FWD,Newcastle,4.0,0,0,8,0,11.6,401,2
Yves Bissouma,MID,Spurs,4.5,0,1,40,1,6.5,482,2
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,2
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,2
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,0,0,0.0,548,2
Brajan Gruda,MID,Brighton,0.0,0,0,0,0,0.0,595,2
Rodrigo 'Rodri' Hernandez,MID,Man City,0.4,0,0,0,0,0.0,360,2
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,2
Craig Dawson,DEF,Wolves,1.0,0,0,0,0,0.1,542,2
Jordan Ayew,MID,Leicester,0.0,0,0,7,0,16.7,192,2
Marcos Senesi,DEF,Bournemouth,0.0,0,0,11,0,5.3,79,2
Kiernan Dewsbury-Hall,MID,Chelsea,1.0,0,0,1,0,0.2,166,2
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,2
João Cavaco Cancelo,DEF,Man City,1.5,0,0,0,0,0.0,353,2
Maxwel Cornet,MID,West Ham,0.0,0,0,0,0,0.0,515,2
Jefferson Lerma Solís,MID,Crystal Palace,1.5,0,0,5,1,1.3,206,2
Jannik Vestergaard,DEF,Leicester,0.5,0,0,1,0,0.3,307,2
Luke Thomas,DEF,Leicester,-0.5,0,0,0,0,0.0,305,2
Bruno Borges Fernandes,MID,Man Utd,2.5,0,0,15,0,37.7,366,2
Adam Smith,DEF,Bournemouth,1.0,0,0,3,0,0.0,81,2
Miodrag Pivaš,DEF,Newcastle,0.5,0,0,0,0,0.0,574,2
Billy Gilmour,MID,Brighton,1.5,0,0,17,0,4.3,124,2
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0.0,375,2
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,421,2
Crysencio Summerville,MID,West Ham,0.5,0,0,0,0,0.0,587,2
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,2
Oliver Skipp,MID,Leicester,0.0,0,0,4,0,0.6,501,2
Tomáš Souček,MID,West Ham,6.5,0,1,28,1,14.8,530,2
Taylor Harwood-Bellis,DEF,Southampton,1.0,0,0,5,0,2.1,461,2
Alphonse Areola,GK,West Ham,3.5,0,0,24,1,0.0,513,2
Lisandro Martínez,DEF,Man Utd,4.0,0,0,8,0,4.3,380,2
Richarlison de Andrade,FWD,Spurs,1.0,0,0,5,0,1.2,497,2
Joško Gvardiol,DEF,Man City,6.0,0,0,14,0,7.8,350,2
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,2
Joachim Andersen,DEF,Fulham,0.5,0,0,0,0,0.0,191,2
Moisés Caicedo Corozo,MID,Chelsea,1.5,0,0,8,0,3.9,157,2
Carlos Henrique Casimiro,MID,Man Utd,2.5,0,0,13,0,4.7,368,2
Roman Dixon,DEF,Everton,1.0,0,0,0,0,0.3,627,2
Jhon Durán,FWD,Aston Villa,2.5,0,0,1,0,3.4,38,2
